architecture_family,trial_index,status,selection_split,objective_name,objective_value,direction,duration_seconds,trial_dir,config_path,metrics_path,error,auxiliary_loss_coefficient,budget_penalty,dropout,gradient_clipping,hidden_dimension,learning_rate,memory_controller_temperature,number_of_layers,retrieval_top_k,weight_decay,write_threshold
memory_caching,17,COMPLETE,validation,primary_metric_value,0.0,maximize,129.97096485800284,reports/logs/hyperparameter_search/full/memory_caching/trial_017,reports/logs/hyperparameter_search/full/memory_caching/trial_017/trial_config.yaml,reports/logs/hyperparameter_search/full/memory_caching/trial_017/metrics.json,,,,0.1,1.0,192,0.000782772838526189,,3,,0.0001,
memory_caching,18,COMPLETE,validation,primary_metric_value,0.0,maximize,113.58347452500311,reports/logs/hyperparameter_search/full/memory_caching/trial_018,reports/logs/hyperparameter_search/full/memory_caching/trial_018/trial_config.yaml,reports/logs/hyperparameter_search/full/memory_caching/trial_018/metrics.json,,,,0.0,1.0,192,0.00032107855074342177,,2,,0.0,
memory_caching,19,COMPLETE,validation,primary_metric_value,0.0,maximize,121.47583846299676,reports/logs/hyperparameter_search/full/memory_caching/trial_019,reports/logs/hyperparameter_search/full/memory_caching/trial_019/trial_config.yaml,reports/logs/hyperparameter_search/full/memory_caching/trial_019/metrics.json,,,,0.0,5.0,128,0.001597647516606427,,3,,0.001,
budgetmem_r,0,COMPLETE,validation,token_accuracy,0.0,maximize,487.13147478099563,reports/logs/hyperparameter_search/full/budgetmem_r/trial_000,reports/logs/hyperparameter_search/full/budgetmem_r/trial_000/trial_config.yaml,reports/logs/hyperparameter_search/full/budgetmem_r/trial_000/metrics.json,,0.01,10.0,0.0,5.0,96,0.0004043519120766539,1.0,1,8,0.0,0.6
budgetmem_r,1,COMPLETE,validation,token_accuracy,0.0,maximize,415.75109891800093,reports/logs/hyperparameter_search/full/budgetmem_r/trial_001,reports/logs/hyperparameter_search/full/budgetmem_r/trial_001/trial_config.yaml,reports/logs/hyperparameter_search/full/budgetmem_r/trial_001/metrics.json,,0.1,20.0,0.0,1.0,192,0.002460908799815606,1.25,1,1,0.0001,0.5
budgetmem_r,2,COMPLETE,validation,token_accuracy,0.0,maximize,543.567272018001,reports/logs/hyperparameter_search/full/budgetmem_r/trial_002,reports/logs/hyperparameter_search/full/budgetmem_r/trial_002/trial_config.yaml,reports/logs/hyperparameter_search/full/budgetmem_r/trial_002/metrics.json,,0.05,10.0,0.0,1.0,192,0.0028454581044579795,0.5,1,8,0.0,0.4
budgetmem_r,3,COMPLETE,validation,token_accuracy,0.0,maximize,420.5518359109992,reports/logs/hyperparameter_search/full/budgetmem_r/trial_003,reports/logs/hyperparameter_search/full/budgetmem_r/trial_003/trial_config.yaml,reports/logs/hyperparameter_search/full/budgetmem_r/trial_003/metrics.json,,0.01,1.0,0.0,0.5,64,0.0006321142894476639,0.67,1,4,0.0001,0.5
budgetmem_r,4,COMPLETE,validation,token_accuracy,0.0,maximize,482.0159353920026,reports/logs/hyperparameter_search/full/budgetmem_r/trial_004,reports/logs/hyperparameter_search/full/budgetmem_r/trial_004/trial_config.yaml,reports/logs/hyperparameter_search/full/budgetmem_r/trial_004/metrics.json,,0.0,10.0,0.0,1.0,192,0.00023104797589276255,0.5,1,4,1e-06,0.3
budgetmem_r,5,COMPLETE,validation,token_accuracy,0.0,maximize,331.42559221500414,reports/logs/hyperparameter_search/full/budgetmem_r/trial_005,reports/logs/hyperparameter_search/full/budgetmem_r/trial_005/trial_config.yaml,reports/logs/hyperparameter_search/full/budgetmem_r/trial_005/metrics.json,,0.05,1.0,0.0,0.5,192,0.0003104724128982754,0.5,1,1,1e-05,0.7
budgetmem_r,6,COMPLETE,validation,token_accuracy,0.020833333333333332,maximize,465.4284347619978,reports/logs/hyperparameter_search/full/budgetmem_r/trial_006,reports/logs/hyperparameter_search/full/budgetmem_r/trial_006/trial_config.yaml,reports/logs/hyperparameter_search/full/budgetmem_r/trial_006/metrics.json,,0.1,5.0,0.0,0.5,128,0.0006342705326896637,1.0,1,8,0.0001,0.6
budgetmem_r,7,COMPLETE,validation,token_accuracy,0.0,maximize,279.9896642380045,reports/logs/hyperparameter_search/full/budgetmem_r/trial_007,reports/logs/hyperparameter_search/full/budgetmem_r/trial_007/trial_config.yaml,reports/logs/hyperparameter_search/full/budgetmem_r/trial_007/metrics.json,,0.1,5.0,0.0,2.0,128,0.00013303966855783835,0.85,1,8,1e-05,0.7
budgetmem_r,8,COMPLETE,validation,token_accuracy,0.020833333333333332,maximize,355.16371564599103,reports/logs/hyperparameter_search/full/budgetmem_r/trial_008,reports/logs/hyperparameter_search/full/budgetmem_r/trial_008/trial_config.yaml,reports/logs/hyperparameter_search/full/budgetmem_r/trial_008/metrics.json,,0.01,10.0,0.0,0.5,96,0.00024069349298021605,0.85,1,1,0.0001,0.5
budgetmem_r,9,COMPLETE,validation,token_accuracy,0.0,maximize,370.02694679799606,reports/logs/hyperparameter_search/full/budgetmem_r/trial_009,reports/logs/hyperparameter_search/full/budgetmem_r/trial_009/trial_config.yaml,reports/logs/hyperparameter_search/full/budgetmem_r/trial_009/metrics.json,,0.1,10.0,0.0,0.5,128,0.002333568855534495,0.85,1,1,0.0,0.6
budgetmem_r,10,COMPLETE,validation,token_accuracy,0.0,maximize,430.6306713170052,reports/logs/hyperparameter_search/full/budgetmem_r/trial_010,reports/logs/hyperparameter_search/full/budgetmem_r/trial_010/trial_config.yaml,reports/logs/hyperparameter_search/full/budgetmem_r/trial_010/metrics.json,,0.1,20.0,0.0,2.0,128,0.000551329621845497,0.5,1,8,0.0,0.7
budgetmem_r,11,COMPLETE,validation,token_accuracy,0.0,maximize,461.12930557099753,reports/logs/hyperparameter_search/full/budgetmem_r/trial_011,reports/logs/hyperparameter_search/full/budgetmem_r/trial_011/trial_config.yaml,reports/logs/hyperparameter_search/full/budgetmem_r/trial_011/metrics.json,,0.05,5.0,0.0,2.0,64,0.0010844374804926072,1.0,1,8,1e-06,0.3
budgetmem_r,12,COMPLETE,validation,token_accuracy,0.0,maximize,393.2273132720002,reports/logs/hyperparameter_search/full/budgetmem_r/trial_012,reports/logs/hyperparameter_search/full/budgetmem_r/trial_012/trial_config.yaml,reports/logs/hyperparameter_search/full/budgetmem_r/trial_012/metrics.json,,0.0,10.0,0.0,0.5,128,0.0009724640207088679,0.67,1,4,0.0001,0.7
budgetmem_r,13,COMPLETE,validation,token_accuracy,0.0,maximize,353.79956560299615,reports/logs/hyperparameter_search/full/budgetmem_r/trial_013,reports/logs/hyperparameter_search/full/budgetmem_r/trial_013/trial_config.yaml,reports/logs/hyperparameter_search/full/budgetmem_r/trial_013/metrics.json,,0.0,20.0,0.0,1.0,192,0.0004203782282140726,1.25,1,1,0.001,0.6
budgetmem_r,14,COMPLETE,validation,token_accuracy,0.0,maximize,305.190600041009,reports/logs/hyperparameter_search/full/budgetmem_r/trial_014,reports/logs/hyperparameter_search/full/budgetmem_r/trial_014/trial_config.yaml,reports/logs/hyperparameter_search/full/budgetmem_r/trial_014/metrics.json,,0.0,1.0,0.0,1.0,128,0.00035619949924914693,0.67,1,1,1e-05,0.7
budgetmem_r,15,COMPLETE,validation,token_accuracy,0.020833333333333332,maximize,254.7139998400089,reports/logs/hyperparameter_search/full/budgetmem_r/trial_015,reports/logs/hyperparameter_search/full/budgetmem_r/trial_015/trial_config.yaml,reports/logs/hyperparameter_search/full/budgetmem_r/trial_015/metrics.json,,0.1,10.0,0.0,0.5,64,0.00026233255459984537,1.25,1,4,1e-06,0.7
budgetmem_r,16,COMPLETE,validation,token_accuracy,0.0,maximize,482.9342112359882,reports/logs/hyperparameter_search/full/budgetmem_r/trial_016,reports/logs/hyperparameter_search/full/budgetmem_r/trial_016/trial_config.yaml,reports/logs/hyperparameter_search/full/budgetmem_r/trial_016/metrics.json,,0.0,1.0,0.0,2.0,192,0.00015728890540909286,1.0,1,4,1e-05,0.4
budgetmem_r,17,COMPLETE,validation,token_accuracy,0.0,maximize,463.74135298500187,reports/logs/hyperparameter_search/full/budgetmem_r/trial_017,reports/logs/hyperparameter_search/full/budgetmem_r/trial_017/trial_config.yaml,reports/logs/hyperparameter_search/full/budgetmem_r/trial_017/metrics.json,,0.01,20.0,0.0,5.0,64,0.000822704391368956,0.67,1,8,0.0001,0.6
budgetmem_r,18,COMPLETE,validation,token_accuracy,0.0,maximize,553.1435119490052,reports/logs/hyperparameter_search/full/budgetmem_r/trial_018,reports/logs/hyperparameter_search/full/budgetmem_r/trial_018/trial_config.yaml,reports/logs/hyperparameter_search/full/budgetmem_r/trial_018/metrics.json,,0.01,5.0,0.0,0.5,96,0.0016881353020014268,1.0,1,8,0.0,0.6
budgetmem_r,19,COMPLETE,validation,token_accuracy,0.0,maximize,428.3864197320072,reports/logs/hyperparameter_search/full/budgetmem_r/trial_019,reports/logs/hyperparameter_search/full/budgetmem_r/trial_019/trial_config.yaml,reports/logs/hyperparameter_search/full/budgetmem_r/trial_019/metrics.json,,0.01,20.0,0.0,0.5,128,0.001551330134334081,0.85,1,1,0.0001,0.3
lstm,0,COMPLETE,validation,primary_metric_value,0.0,maximize,101.04679984299582,reports/logs/hyperparameter_search/full/lstm/trial_000,reports/logs/hyperparameter_search/full/lstm/trial_000/trial_config.yaml,reports/logs/hyperparameter_search/full/lstm/trial_000/metrics.json,,,,0.2,2.0,192,0.0004807179297526232,,2,,1e-06,
lstm,1,COMPLETE,validation,primary_metric_value,0.0,maximize,79.75022907200037,reports/logs/hyperparameter_search/full/lstm/trial_001,reports/logs/hyperparameter_search/full/lstm/trial_001/trial_config.yaml,reports/logs/hyperparameter_search/full/lstm/trial_001/metrics.json,,,,0.2,1.0,96,0.00034616367573384006,,2,,0.0,
lstm,2,COMPLETE,validation,primary_metric_value,0.0,maximize,85.41911937700934,reports/logs/hyperparameter_search/full/lstm/trial_002,reports/logs/hyperparameter_search/full/lstm/trial_002/trial_config.yaml,reports/logs/hyperparameter_search/full/lstm/trial_002/metrics.json,,,,0.0,1.0,128,0.00043057586911156786,,1,,0.001,
lstm,3,COMPLETE,validation,primary_metric_value,0.0,maximize,110.11248576801154,reports/logs/hyperparameter_search/full/lstm/trial_003,reports/logs/hyperparameter_search/full/lstm/trial_003/trial_config.yaml,reports/logs/hyperparameter_search/full/lstm/trial_003/metrics.json,,,,0.0,1.0,192,0.00032577601425522895,,3,,0.0001,
lstm,4,COMPLETE,validation,primary_metric_value,0.0,maximize,103.03631958000187,reports/logs/hyperparameter_search/full/lstm/trial_004,reports/logs/hyperparameter_search/full/lstm/trial_004/trial_config.yaml,reports/logs/hyperparameter_search/full/lstm/trial_004/metrics.json,,,,0.2,2.0,192,0.00012007282114218001,,2,,0.001,
lstm,5,COMPLETE,validation,primary_metric_value,0.0,maximize,90.9670685309975,reports/logs/hyperparameter_search/full/lstm/trial_005,reports/logs/hyperparameter_search/full/lstm/trial_005/trial_config.yaml,reports/logs/hyperparameter_search/full/lstm/trial_005/metrics.json,,,,0.0,0.5,192,0.0019780409217850493,,1,,0.0001,
lstm,6,COMPLETE,validation,primary_metric_value,0.0,maximize,84.06309529401187,reports/logs/hyperparameter_search/full/lstm/trial_006,reports/logs/hyperparameter_search/full/lstm/trial_006/trial_config.yaml,reports/logs/hyperparameter_search/full/lstm/trial_006/metrics.json,,,,0.0,1.0,64,0.0001841918682348747,,2,,1e-05,
lstm,7,COMPLETE,validation,primary_metric_value,0.0,maximize,85.2488785799942,reports/logs/hyperparameter_search/full/lstm/trial_007,reports/logs/hyperparameter_search/full/lstm/trial_007/trial_config.yaml,reports/logs/hyperparameter_search/full/lstm/trial_007/metrics.json,,,,0.0,0.5,96,0.0029769708060052584,,1,,1e-06,
lstm,8,COMPLETE,validation,primary_metric_value,0.0,maximize,85.87122239200107,reports/logs/hyperparameter_search/full/lstm/trial_008,reports/logs/hyperparameter_search/full/lstm/trial_008/trial_config.yaml,reports/logs/hyperparameter_search/full/lstm/trial_008/metrics.json,,,,0.1,2.0,96,0.0008231063732857586,,2,,1e-05,
lstm,9,COMPLETE,validation,primary_metric_value,0.0,maximize,85.58300679600507,reports/logs/hyperparameter_search/full/lstm/trial_009,reports/logs/hyperparameter_search/full/lstm/trial_009/trial_config.yaml,reports/logs/hyperparameter_search/full/lstm/trial_009/metrics.json,,,,0.1,0.5,128,0.00024217344799744756,,2,,0.0001,
lstm,10,COMPLETE,validation,primary_metric_value,0.0,maximize,86.51335772700259,reports/logs/hyperparameter_search/full/lstm/trial_010,reports/logs/hyperparameter_search/full/lstm/trial_010/trial_config.yaml,reports/logs/hyperparameter_search/full/lstm/trial_010/metrics.json,,,,0.0,5.0,192,0.0006061276311506616,,1,,0.0,
lstm,11,COMPLETE,validation,primary_metric_value,0.0,maximize,81.45543708599871,reports/logs/hyperparameter_search/full/lstm/trial_011,reports/logs/hyperparameter_search/full/lstm/trial_011/trial_config.yaml,reports/logs/hyperparameter_search/full/lstm/trial_011/metrics.json,,,,0.0,1.0,64,0.0001385130186446132,,1,,0.0001,
lstm,12,COMPLETE,validation,primary_metric_value,0.0,maximize,76.01069919399743,reports/logs/hyperparameter_search/full/lstm/trial_012,reports/logs/hyperparameter_search/full/lstm/trial_012/trial_config.yaml,reports/logs/hyperparameter_search/full/lstm/trial_012/metrics.json,,,,0.1,2.0,64,0.0015187918491288148,,2,,0.0,
lstm,13,COMPLETE,validation,primary_metric_value,0.0,maximize,82.35879317299987,reports/logs/hyperparameter_search/full/lstm/trial_013,reports/logs/hyperparameter_search/full/lstm/trial_013/trial_config.yaml,reports/logs/hyperparameter_search/full/lstm/trial_013/metrics.json,,,,0.0,5.0,96,0.0005244314976338687,,1,,0.001,
lstm,14,COMPLETE,validation,primary_metric_value,0.0,maximize,105.4764515519928,reports/logs/hyperparameter_search/full/lstm/trial_014,reports/logs/hyperparameter_search/full/lstm/trial_014/trial_config.yaml,reports/logs/hyperparameter_search/full/lstm/trial_014/metrics.json,,,,0.1,2.0,192,0.001855404847907815,,3,,0.001,
lstm,15,COMPLETE,validation,primary_metric_value,0.0,maximize,90.24920023400045,reports/logs/hyperparameter_search/full/lstm/trial_015,reports/logs/hyperparameter_search/full/lstm/trial_015/trial_config.yaml,reports/logs/hyperparameter_search/full/lstm/trial_015/metrics.json,,,,0.0,1.0,192,0.0017005028979925681,,1,,0.0,
lstm,16,COMPLETE,validation,primary_metric_value,0.0,maximize,85.35643386900483,reports/logs/hyperparameter_search/full/lstm/trial_016,reports/logs/hyperparameter_search/full/lstm/trial_016/trial_config.yaml,reports/logs/hyperparameter_search/full/lstm/trial_016/metrics.json,,,,0.3,1.0,96,0.0002950637753397617,,3,,0.0001,
lstm,17,COMPLETE,validation,primary_metric_value,0.0,maximize,102.2450197480066,reports/logs/hyperparameter_search/full/lstm/trial_017,reports/logs/hyperparameter_search/full/lstm/trial_017/trial_config.yaml,reports/logs/hyperparameter_search/full/lstm/trial_017/metrics.json,,,,0.3,1.0,192,0.0005089042295057426,,3,,0.0,
lstm,18,COMPLETE,validation,primary_metric_value,0.0,maximize,87.73018128499098,reports/logs/hyperparameter_search/full/lstm/trial_018,reports/logs/hyperparameter_search/full/lstm/trial_018/trial_config.yaml,reports/logs/hyperparameter_search/full/lstm/trial_018/metrics.json,,,,0.0,5.0,192,0.00016613992742907412,,1,,0.0001,
lstm,19,COMPLETE,validation,primary_metric_value,0.0,maximize,81.8837728369981,reports/logs/hyperparameter_search/full/lstm/trial_019,reports/logs/hyperparameter_search/full/lstm/trial_019/trial_config.yaml,reports/logs/hyperparameter_search/full/lstm/trial_019/metrics.json,,,,0.0,2.0,96,0.00017298505299741224,,1,,1e-06,
transformer,0,COMPLETE,validation,primary_metric_value,0.0,maximize,134.32126294000773,reports/logs/hyperparameter_search/full/transformer/trial_000,reports/logs/hyperparameter_search/full/transformer/trial_000/trial_config.yaml,reports/logs/hyperparameter_search/full/transformer/trial_000/metrics.json,,,,0.2,1.0,128,0.0006731996678650078,,3,,1e-05,
transformer,1,COMPLETE,validation,primary_metric_value,0.0,maximize,81.25103254200076,reports/logs/hyperparameter_search/full/transformer/trial_001,reports/logs/hyperparameter_search/full/transformer/trial_001/trial_config.yaml,reports/logs/hyperparameter_search/full/transformer/trial_001/metrics.json,,,,0.0,1.0,64,0.0017787095408629632,,1,,0.001,
transformer,2,COMPLETE,validation,primary_metric_value,0.0,maximize,87.92490708400146,reports/logs/hyperparameter_search/full/transformer/trial_002,reports/logs/hyperparameter_search/full/transformer/trial_002/trial_config.yaml,reports/logs/hyperparameter_search/full/transformer/trial_002/metrics.json,,,,0.0,1.0,96,0.0010490589261291958,,1,,0.001,
transformer,3,COMPLETE,validation,primary_metric_value,0.0,maximize,111.44891125800496,reports/logs/hyperparameter_search/full/transformer/trial_003,reports/logs/hyperparameter_search/full/transformer/trial_003/trial_config.yaml,reports/logs/hyperparameter_search/full/transformer/trial_003/metrics.json,,,,0.3,5.0,64,0.0018407012656432133,,3,,0.0,
transformer,4,COMPLETE,validation,primary_metric_value,0.0,maximize,112.53393941700051,reports/logs/hyperparameter_search/full/transformer/trial_004,reports/logs/hyperparameter_search/full/transformer/trial_004/trial_config.yaml,reports/logs/hyperparameter_search/full/transformer/trial_004/metrics.json,,,,0.2,2.0,128,0.00016701387588334053,,2,,0.001,
transformer,5,COMPLETE,validation,primary_metric_value,0.0,maximize,83.66243086900795,reports/logs/hyperparameter_search/full/transformer/trial_005,reports/logs/hyperparameter_search/full/transformer/trial_005/trial_config.yaml,reports/logs/hyperparameter_search/full/transformer/trial_005/metrics.json,,,,0.0,5.0,64,0.0001197464724034214,,1,,1e-06,
transformer,6,COMPLETE,validation,primary_metric_value,0.0,maximize,113.07366007201199,reports/logs/hyperparameter_search/full/transformer/trial_006,reports/logs/hyperparameter_search/full/transformer/trial_006/trial_config.yaml,reports/logs/hyperparameter_search/full/transformer/trial_006/metrics.json,,,,0.1,2.0,96,0.00013956577039066898,,3,,0.0001,
transformer,7,COMPLETE,validation,primary_metric_value,0.0,maximize,95.87368761100515,reports/logs/hyperparameter_search/full/transformer/trial_007,reports/logs/hyperparameter_search/full/transformer/trial_007/trial_config.yaml,reports/logs/hyperparameter_search/full/transformer/trial_007/metrics.json,,,,0.3,0.5,64,0.00147528314422086,,2,,0.001,
transformer,8,COMPLETE,validation,primary_metric_value,0.0,maximize,110.4801550359989,reports/logs/hyperparameter_search/full/transformer/trial_008,reports/logs/hyperparameter_search/full/transformer/trial_008/trial_config.yaml,reports/logs/hyperparameter_search/full/transformer/trial_008/metrics.json,,,,0.1,5.0,96,0.0019879268009644416,,3,,0.0,
transformer,9,COMPLETE,validation,primary_metric_value,0.0,maximize,107.15962379799748,reports/logs/hyperparameter_search/full/transformer/trial_009,reports/logs/hyperparameter_search/full/transformer/trial_009/trial_config.yaml,reports/logs/hyperparameter_search/full/transformer/trial_009/metrics.json,,,,0.1,0.5,64,0.0006886952710897224,,3,,0.0001,
transformer,10,COMPLETE,validation,primary_metric_value,0.0,maximize,118.96041097700072,reports/logs/hyperparameter_search/full/transformer/trial_010,reports/logs/hyperparameter_search/full/transformer/trial_010/trial_config.yaml,reports/logs/hyperparameter_search/full/transformer/trial_010/metrics.json,,,,0.0,2.0,192,0.000842527523167461,,3,,0.0,
transformer,11,COMPLETE,validation,primary_metric_value,0.0,maximize,146.24065861200506,reports/logs/hyperparameter_search/full/transformer/trial_011,reports/logs/hyperparameter_search/full/transformer/trial_011/trial_config.yaml,reports/logs/hyperparameter_search/full/transformer/trial_011/metrics.json,,,,0.2,0.5,192,0.001158225590809834,,3,,1e-06,
transformer,12,COMPLETE,validation,primary_metric_value,0.0,maximize,109.1988480049913,reports/logs/hyperparameter_search/full/transformer/trial_012,reports/logs/hyperparameter_search/full/transformer/trial_012/trial_config.yaml,reports/logs/hyperparameter_search/full/transformer/trial_012/metrics.json,,,,0.3,5.0,64,0.001519052171184976,,3,,1e-06,
transformer,13,COMPLETE,validation,primary_metric_value,0.0,maximize,111.63963002899254,reports/logs/hyperparameter_search/full/transformer/trial_013,reports/logs/hyperparameter_search/full/transformer/trial_013/trial_config.yaml,reports/logs/hyperparameter_search/full/transformer/trial_013/metrics.json,,,,0.2,0.5,64,0.0019198644568770898,,3,,0.001,
transformer,14,COMPLETE,validation,primary_metric_value,0.0,maximize,100.39101684400521,reports/logs/hyperparameter_search/full/transformer/trial_014,reports/logs/hyperparameter_search/full/transformer/trial_014/trial_config.yaml,reports/logs/hyperparameter_search/full/transformer/trial_014/metrics.json,,,,0.2,1.0,64,0.0019977841512690423,,2,,0.0001,
transformer,15,COMPLETE,validation,primary_metric_value,0.0,maximize,95.54424114299763,reports/logs/hyperparameter_search/full/transformer/trial_015,reports/logs/hyperparameter_search/full/transformer/trial_015/trial_config.yaml,reports/logs/hyperparameter_search/full/transformer/trial_015/metrics.json,,,,0.0,1.0,128,0.0002468556284403561,,1,,1e-06,
transformer,16,COMPLETE,validation,primary_metric_value,0.0,maximize,148.78597759299737,reports/logs/hyperparameter_search/full/transformer/trial_016,reports/logs/hyperparameter_search/full/transformer/trial_016/trial_config.yaml,reports/logs/hyperparameter_search/full/transformer/trial_016/metrics.json,,,,0.3,5.0,192,0.00016825822222931507,,3,,0.0,
transformer,17,COMPLETE,validation,primary_metric_value,0.0,maximize,81.14742172999831,reports/logs/hyperparameter_search/full/transformer/trial_017,reports/logs/hyperparameter_search/full/transformer/trial_017/trial_config.yaml,reports/logs/hyperparameter_search/full/transformer/trial_017/metrics.json,,,,0.0,0.5,64,0.0005501052617839045,,1,,0.0001,
transformer,18,COMPLETE,validation,primary_metric_value,0.0,maximize,123.72858619100589,reports/logs/hyperparameter_search/full/transformer/trial_018,reports/logs/hyperparameter_search/full/transformer/trial_018/trial_config.yaml,reports/logs/hyperparameter_search/full/transformer/trial_018/metrics.json,,,,0.3,1.0,128,0.002784132016291198,,3,,0.0,
transformer,19,COMPLETE,validation,primary_metric_value,0.0,maximize,121.8710991810076,reports/logs/hyperparameter_search/full/transformer/trial_019,reports/logs/hyperparameter_search/full/transformer/trial_019/trial_config.yaml,reports/logs/hyperparameter_search/full/transformer/trial_019/metrics.json,,,,0.1,5.0,192,0.00017211650583577126,,2,,0.001,
mamba,0,COMPLETE,validation,primary_metric_value,0.0,maximize,102.06129351799609,reports/logs/hyperparameter_search/full/mamba/trial_000,reports/logs/hyperparameter_search/full/mamba/trial_000/trial_config.yaml,reports/logs/hyperparameter_search/full/mamba/trial_000/metrics.json,,,,0.0,2.0,96,0.00033394513687078786,,1,,1e-05,
mamba,1,COMPLETE,validation,primary_metric_value,0.0,maximize,103.75791155999468,reports/logs/hyperparameter_search/full/mamba/trial_001,reports/logs/hyperparameter_search/full/mamba/trial_001/trial_config.yaml,reports/logs/hyperparameter_search/full/mamba/trial_001/metrics.json,,,,0.0,2.0,64,0.00037815214058048544,,1,,0.001,
mamba,2,COMPLETE,validation,primary_metric_value,0.0,maximize,180.2124572860048,reports/logs/hyperparameter_search/full/mamba/trial_002,reports/logs/hyperparameter_search/full/mamba/trial_002/trial_config.yaml,reports/logs/hyperparameter_search/full/mamba/trial_002/metrics.json,,,,0.0,0.5,128,0.00016237461246814563,,3,,0.0001,
mamba,3,COMPLETE,validation,primary_metric_value,0.0,maximize,131.84766975599632,reports/logs/hyperparameter_search/full/mamba/trial_003,reports/logs/hyperparameter_search/full/mamba/trial_003/trial_config.yaml,reports/logs/hyperparameter_search/full/mamba/trial_003/metrics.json,,,,0.0,2.0,192,0.0015095857020475953,,1,,0.001,
mamba,4,COMPLETE,validation,primary_metric_value,0.0,maximize,150.42557355099416,reports/logs/hyperparameter_search/full/mamba/trial_004,reports/logs/hyperparameter_search/full/mamba/trial_004/trial_config.yaml,reports/logs/hyperparameter_search/full/mamba/trial_004/metrics.json,,,,0.0,2.0,128,0.0011740297642455113,,2,,1e-05,
mamba,5,COMPLETE,validation,primary_metric_value,0.0,maximize,100.40000722699915,reports/logs/hyperparameter_search/full/mamba/trial_005,reports/logs/hyperparameter_search/full/mamba/trial_005/trial_config.yaml,reports/logs/hyperparameter_search/full/mamba/trial_005/metrics.json,,,,0.0,5.0,64,0.0002489516953760825,,1,,1e-06,
mamba,6,COMPLETE,validation,primary_metric_value,0.0,maximize,181.6710759490088,reports/logs/hyperparameter_search/full/mamba/trial_006,reports/logs/hyperparameter_search/full/mamba/trial_006/trial_config.yaml,reports/logs/hyperparameter_search/full/mamba/trial_006/metrics.json,,,,0.0,5.0,192,0.00013254332465897353,,2,,0.001,
mamba,7,COMPLETE,validation,primary_metric_value,0.0,maximize,189.72598795000522,reports/logs/hyperparameter_search/full/mamba/trial_007,reports/logs/hyperparameter_search/full/mamba/trial_007/trial_config.yaml,reports/logs/hyperparameter_search/full/mamba/trial_007/metrics.json,,,,0.0,1.0,128,0.0015973786241435131,,3,,1e-05,
mamba,8,COMPLETE,validation,primary_metric_value,0.0,maximize,107.5236789319897,reports/logs/hyperparameter_search/full/mamba/trial_008,reports/logs/hyperparameter_search/full/mamba/trial_008/trial_config.yaml,reports/logs/hyperparameter_search/full/mamba/trial_008/metrics.json,,,,0.0,5.0,128,0.00012899068015838805,,1,,1e-05,
mamba,9,COMPLETE,validation,primary_metric_value,0.0,maximize,172.4979698840034,reports/logs/hyperparameter_search/full/mamba/trial_009,reports/logs/hyperparameter_search/full/mamba/trial_009/trial_config.yaml,reports/logs/hyperparameter_search/full/mamba/trial_009/metrics.json,,,,0.0,0.5,96,0.0004039473629162239,,3,,0.001,
mamba,10,COMPLETE,validation,primary_metric_value,0.0,maximize,194.63776348199463,reports/logs/hyperparameter_search/full/mamba/trial_010,reports/logs/hyperparameter_search/full/mamba/trial_010/trial_config.yaml,reports/logs/hyperparameter_search/full/mamba/trial_010/metrics.json,,,,0.0,0.5,128,0.0027456563905070537,,3,,1e-05,
mamba,11,COMPLETE,validation,primary_metric_value,0.0,maximize,120.58045592700364,reports/logs/hyperparameter_search/full/mamba/trial_011,reports/logs/hyperparameter_search/full/mamba/trial_011/trial_config.yaml,reports/logs/hyperparameter_search/full/mamba/trial_011/metrics.json,,,,0.0,0.5,192,0.002635505971406579,,1,,1e-06,
mamba,12,COMPLETE,validation,primary_metric_value,0.0,maximize,99.51052617101232,reports/logs/hyperparameter_search/full/mamba/trial_012,reports/logs/hyperparameter_search/full/mamba/trial_012/trial_config.yaml,reports/logs/hyperparameter_search/full/mamba/trial_012/metrics.json,,,,0.0,5.0,128,0.0021162138931898043,,1,,0.0,
mamba,13,COMPLETE,validation,primary_metric_value,0.0,maximize,254.39252756199858,reports/logs/hyperparameter_search/full/mamba/trial_013,reports/logs/hyperparameter_search/full/mamba/trial_013/trial_config.yaml,reports/logs/hyperparameter_search/full/mamba/trial_013/metrics.json,,,,0.0,2.0,192,0.0005328593420770261,,3,,1e-06,
mamba,14,COMPLETE,validation,primary_metric_value,0.0,maximize,104.35466811600782,reports/logs/hyperparameter_search/full/mamba/trial_014,reports/logs/hyperparameter_search/full/mamba/trial_014/trial_config.yaml,reports/logs/hyperparameter_search/full/mamba/trial_014/metrics.json,,,,0.0,1.0,64,0.002702305151999922,,2,,0.0,
mamba,15,COMPLETE,validation,primary_metric_value,0.020833333333333332,maximize,186.34088412199344,reports/logs/hyperparameter_search/full/mamba/trial_015,reports/logs/hyperparameter_search/full/mamba/trial_015/trial_config.yaml,reports/logs/hyperparameter_search/full/mamba/trial_015/metrics.json,,,,0.0,0.5,128,0.00013918446862496892,,3,,0.001,
mamba,16,COMPLETE,validation,primary_metric_value,0.0,maximize,256.7388496700005,reports/logs/hyperparameter_search/full/mamba/trial_016,reports/logs/hyperparameter_search/full/mamba/trial_016/trial_config.yaml,reports/logs/hyperparameter_search/full/mamba/trial_016/metrics.json,,,,0.0,5.0,192,0.002629974727719476,,3,,0.0,
