architecture_family,trial_index,status,selection_split,objective_name,objective_value,direction,duration_seconds,trial_dir,config_path,metrics_path,error,auxiliary_loss_coefficient,budget_penalty,dropout,gradient_clipping,hidden_dimension,learning_rate,memory_controller_temperature,number_of_layers,retrieval_top_k,weight_decay,write_threshold
mamba,17,COMPLETE,validation,primary_metric_value,0.0,maximize,79.60203633499623,reports/logs/hyperparameter_search/full/mamba/trial_017,reports/logs/hyperparameter_search/full/mamba/trial_017/trial_config.yaml,reports/logs/hyperparameter_search/full/mamba/trial_017/metrics.json,,,,0.0,5.0,64,0.0012132333184219145,,1,,0.0001,
mamba,18,COMPLETE,validation,primary_metric_value,0.0,maximize,87.51304577899282,reports/logs/hyperparameter_search/full/mamba/trial_018,reports/logs/hyperparameter_search/full/mamba/trial_018/trial_config.yaml,reports/logs/hyperparameter_search/full/mamba/trial_018/metrics.json,,,,0.0,1.0,96,0.00042316630411231166,,1,,1e-05,
mamba,19,COMPLETE,validation,primary_metric_value,0.0,maximize,80.64613434200874,reports/logs/hyperparameter_search/full/mamba/trial_019,reports/logs/hyperparameter_search/full/mamba/trial_019/trial_config.yaml,reports/logs/hyperparameter_search/full/mamba/trial_019/metrics.json,,,,0.0,5.0,64,0.0017025686529266407,,1,,0.0001,
rmt,0,COMPLETE,validation,primary_metric_value,0.0,maximize,64.96514704900619,reports/logs/hyperparameter_search/full/rmt/trial_000,reports/logs/hyperparameter_search/full/rmt/trial_000/trial_config.yaml,reports/logs/hyperparameter_search/full/rmt/trial_000/metrics.json,,,,0.0,2.0,96,0.001292718853878112,,1,,0.0,
rmt,1,COMPLETE,validation,primary_metric_value,0.0,maximize,74.69076477499038,reports/logs/hyperparameter_search/full/rmt/trial_001,reports/logs/hyperparameter_search/full/rmt/trial_001/trial_config.yaml,reports/logs/hyperparameter_search/full/rmt/trial_001/metrics.json,,,,0.0,5.0,192,0.00010197930765301028,,1,,0.0001,
rmt,2,COMPLETE,validation,primary_metric_value,0.0,maximize,87.58445160300471,reports/logs/hyperparameter_search/full/rmt/trial_002,reports/logs/hyperparameter_search/full/rmt/trial_002/trial_config.yaml,reports/logs/hyperparameter_search/full/rmt/trial_002/metrics.json,,,,0.2,0.5,128,0.0001468773618183974,,2,,0.001,
rmt,3,COMPLETE,validation,primary_metric_value,0.0,maximize,61.71201142000791,reports/logs/hyperparameter_search/full/rmt/trial_003,reports/logs/hyperparameter_search/full/rmt/trial_003/trial_config.yaml,reports/logs/hyperparameter_search/full/rmt/trial_003/metrics.json,,,,0.0,0.5,96,0.0002431330900965463,,1,,1e-05,
rmt,4,COMPLETE,validation,primary_metric_value,0.0,maximize,62.90309910400538,reports/logs/hyperparameter_search/full/rmt/trial_004,reports/logs/hyperparameter_search/full/rmt/trial_004/trial_config.yaml,reports/logs/hyperparameter_search/full/rmt/trial_004/metrics.json,,,,0.0,5.0,64,0.0006363708540165079,,2,,0.0001,
rmt,5,COMPLETE,validation,primary_metric_value,0.0,maximize,105.16779712500283,reports/logs/hyperparameter_search/full/rmt/trial_005,reports/logs/hyperparameter_search/full/rmt/trial_005/trial_config.yaml,reports/logs/hyperparameter_search/full/rmt/trial_005/metrics.json,,,,0.3,0.5,192,0.00041747644404421374,,2,,1e-05,
rmt,6,COMPLETE,validation,primary_metric_value,0.0,maximize,74.58243919799861,reports/logs/hyperparameter_search/full/rmt/trial_006,reports/logs/hyperparameter_search/full/rmt/trial_006/trial_config.yaml,reports/logs/hyperparameter_search/full/rmt/trial_006/metrics.json,,,,0.0,0.5,192,0.0002992128794811157,,1,,1e-06,
rmt,7,COMPLETE,validation,primary_metric_value,0.0,maximize,92.40225508500589,reports/logs/hyperparameter_search/full/rmt/trial_007,reports/logs/hyperparameter_search/full/rmt/trial_007/trial_config.yaml,reports/logs/hyperparameter_search/full/rmt/trial_007/metrics.json,,,,0.3,2.0,96,0.00010955679820771136,,3,,1e-05,
rmt,8,COMPLETE,validation,primary_metric_value,0.0,maximize,73.22747699200409,reports/logs/hyperparameter_search/full/rmt/trial_008,reports/logs/hyperparameter_search/full/rmt/trial_008/trial_config.yaml,reports/logs/hyperparameter_search/full/rmt/trial_008/metrics.json,,,,0.0,0.5,192,0.0005605561561903148,,1,,0.0,
rmt,9,COMPLETE,validation,primary_metric_value,0.0,maximize,77.65607292600907,reports/logs/hyperparameter_search/full/rmt/trial_009,reports/logs/hyperparameter_search/full/rmt/trial_009/trial_config.yaml,reports/logs/hyperparameter_search/full/rmt/trial_009/metrics.json,,,,0.1,1.0,96,0.001918719324034584,,2,,0.0,
rmt,10,COMPLETE,validation,primary_metric_value,0.0,maximize,100.27734113398765,reports/logs/hyperparameter_search/full/rmt/trial_010,reports/logs/hyperparameter_search/full/rmt/trial_010/trial_config.yaml,reports/logs/hyperparameter_search/full/rmt/trial_010/metrics.json,,,,0.1,1.0,128,0.0012610427034195095,,3,,0.0001,
rmt,11,COMPLETE,validation,primary_metric_value,0.0,maximize,104.1677500049991,reports/logs/hyperparameter_search/full/rmt/trial_011,reports/logs/hyperparameter_search/full/rmt/trial_011/trial_config.yaml,reports/logs/hyperparameter_search/full/rmt/trial_011/metrics.json,,,,0.1,1.0,128,0.0009115463072322707,,3,,1e-05,
rmt,12,COMPLETE,validation,primary_metric_value,0.0,maximize,65.6687552719959,reports/logs/hyperparameter_search/full/rmt/trial_012,reports/logs/hyperparameter_search/full/rmt/trial_012/trial_config.yaml,reports/logs/hyperparameter_search/full/rmt/trial_012/metrics.json,,,,0.0,5.0,96,0.00027680390540238853,,1,,0.001,
rmt,13,COMPLETE,validation,primary_metric_value,0.020833333333333332,maximize,60.920465729999705,reports/logs/hyperparameter_search/full/rmt/trial_013,reports/logs/hyperparameter_search/full/rmt/trial_013/trial_config.yaml,reports/logs/hyperparameter_search/full/rmt/trial_013/metrics.json,,,,0.0,1.0,64,0.0001292480485016535,,1,,0.0,
rmt,14,COMPLETE,validation,primary_metric_value,0.020833333333333332,maximize,71.92861148400698,reports/logs/hyperparameter_search/full/rmt/trial_014,reports/logs/hyperparameter_search/full/rmt/trial_014/trial_config.yaml,reports/logs/hyperparameter_search/full/rmt/trial_014/metrics.json,,,,0.0,1.0,96,0.0007747760600400413,,2,,0.0001,
rmt,15,COMPLETE,validation,primary_metric_value,0.0,maximize,181.05859195199446,reports/logs/hyperparameter_search/full/rmt/trial_015,reports/logs/hyperparameter_search/full/rmt/trial_015/trial_config.yaml,reports/logs/hyperparameter_search/full/rmt/trial_015/metrics.json,,,,0.0,5.0,96,0.00017005680178131183,,1,,1e-05,
rmt,16,COMPLETE,validation,primary_metric_value,0.0,maximize,125.85529031099986,reports/logs/hyperparameter_search/full/rmt/trial_016,reports/logs/hyperparameter_search/full/rmt/trial_016/trial_config.yaml,reports/logs/hyperparameter_search/full/rmt/trial_016/metrics.json,,,,0.3,5.0,96,0.00013104289401577395,,2,,0.001,
rmt,17,COMPLETE,validation,primary_metric_value,0.020833333333333332,maximize,120.25276799499989,reports/logs/hyperparameter_search/full/rmt/trial_017,reports/logs/hyperparameter_search/full/rmt/trial_017/trial_config.yaml,reports/logs/hyperparameter_search/full/rmt/trial_017/metrics.json,,,,0.2,0.5,64,0.0001416716894544856,,3,,0.0,
rmt,18,COMPLETE,validation,primary_metric_value,0.0,maximize,114.3987543400001,reports/logs/hyperparameter_search/full/rmt/trial_018,reports/logs/hyperparameter_search/full/rmt/trial_018/trial_config.yaml,reports/logs/hyperparameter_search/full/rmt/trial_018/metrics.json,,,,0.3,0.5,96,0.0011534649938908929,,2,,0.0,
rmt,19,COMPLETE,validation,primary_metric_value,0.0,maximize,92.32204163699998,reports/logs/hyperparameter_search/full/rmt/trial_019,reports/logs/hyperparameter_search/full/rmt/trial_019/trial_config.yaml,reports/logs/hyperparameter_search/full/rmt/trial_019/metrics.json,,,,0.0,0.5,64,0.00021070499030046441,,2,,0.0001,
