schema_version,experiment_name,task,model,model_source,sequence_length,memory_budget,seed,config_path,config_sha256,checkpoint_path,checkpoint_resume_pass,stability_pass,mean_loss,token_accuracy,exact_match_accuracy,relevant_state_retention_rate,irrelevant_state_retention_rate,memory_precision,memory_recall,average_retention_duration,successful_long_range_retrievals,cache_turnover,eviction_errors,write_frequency,recent_state_overlap,expected_random_retention,max_memory_size,budget_pass,wall_seconds,cpu_user_seconds,cpu_system_seconds,peak_rss_mb,tokens_per_second,parameter_count,resource_measurement_pass,train_first_loss,train_final_loss,maximum_gradient_norm
1.0,section15_pilot_tuned,associative_recall,gru_uniform_cache,pilot_uniform_checkpoint_cache,256,16,2026,configs/experiments/pilot_tuned.yaml,f912b31b7771f9640bc433b394e7ae776d80427ee64cc8a4d415670b58c1a66c,outputs/pilot_tuned/checkpoints/associative_recall/gru_uniform_cache/last.pt,True,True,5.55131999651591,0.010416666666666666,0.010416666666666666,0.041666666666666664,0.06258169934640523,0.0026041666666666665,0.041666666666666664,127.5,1,0,92,0.0625,0.0625,0.0625,16,True,1.6306610589999764,1.6199999999998909,0.029999999999986926,1112.9453125,15071.188377474069,182976,True,5.258583356936772,4.870448390642802,2.3379499912261963
1.0,section15_pilot_tuned,associative_recall,gru_uniform_cache,pilot_uniform_checkpoint_cache,256,32,2026,configs/experiments/pilot_tuned.yaml,f912b31b7771f9640bc433b394e7ae776d80427ee64cc8a4d415670b58c1a66c,outputs/pilot_tuned/checkpoints/associative_recall/gru_uniform_cache/last.pt,True,True,5.632755994796753,0.010416666666666666,0.010416666666666666,0.13541666666666666,0.12495915032679739,0.004231770833333333,0.13541666666666666,127.96875,1,0,83,0.125,0.125,0.125,32,True,1.5837325109996527,1.5700000000006185,0.04000000000000625,1112.9453125,15517.771990730693,182976,True,5.258583356936772,4.870448390642802,2.3379499912261963
1.0,section15_pilot_tuned,associative_recall,gru_uniform_cache,pilot_uniform_checkpoint_cache,512,16,2026,configs/experiments/pilot_tuned.yaml,f912b31b7771f9640bc433b394e7ae776d80427ee64cc8a4d415670b58c1a66c,outputs/pilot_tuned/checkpoints/associative_recall/gru_uniform_cache/last.pt,True,True,5.663649996121724,0.0,0.0,0.0,0.03131115459882583,0.0,0.0,255.9375,0,0,96,0.03125,0.0625,0.03125,16,True,3.1357344030002423,3.119999999999891,0.04999999999999716,1112.9453125,15674.796932090872,182976,True,5.258583356936772,4.870448390642802,2.3379499912261963
1.0,section15_pilot_tuned,associative_recall,gru_uniform_cache,pilot_uniform_checkpoint_cache,512,32,2026,configs/experiments/pilot_tuned.yaml,f912b31b7771f9640bc433b394e7ae776d80427ee64cc8a4d415670b58c1a66c,outputs/pilot_tuned/checkpoints/associative_recall/gru_uniform_cache/last.pt,True,True,5.303907553354899,0.0,0.0,0.09375,0.06243884540117417,0.0029296875,0.09375,255.96875,0,0,87,0.0625,0.0625,0.0625,32,True,3.211332167999899,3.199999999999818,0.04999999999999716,1112.9453125,15305.797540904385,182976,True,5.258583356936772,4.870448390642802,2.3379499912261963
1.0,section15_pilot_tuned,associative_recall,gru_uniform_cache,pilot_uniform_checkpoint_cache,1024,16,2026,configs/experiments/pilot_tuned.yaml,f912b31b7771f9640bc433b394e7ae776d80427ee64cc8a4d415670b58c1a66c,outputs/pilot_tuned/checkpoints/associative_recall/gru_uniform_cache/last.pt,True,True,5.500868002573649,0.0,0.0,0.0,0.01564027370478983,0.0,0.0,511.875,0,0,96,0.015625,0.0625,0.015625,16,True,6.232284261000132,6.1599999999998545,0.1599999999999966,1112.9453125,15773.349847849298,182976,True,5.258583356936772,4.870448390642802,2.3379499912261963
1.0,section15_pilot_tuned,associative_recall,gru_uniform_cache,pilot_uniform_checkpoint_cache,1024,32,2026,configs/experiments/pilot_tuned.yaml,f912b31b7771f9640bc433b394e7ae776d80427ee64cc8a4d415670b58c1a66c,outputs/pilot_tuned/checkpoints/associative_recall/gru_uniform_cache/last.pt,True,True,5.307638764381409,0.010416666666666666,0.010416666666666666,0.0,0.03128054740957966,0.0,0.0,511.5,1,0,96,0.03125,0.03125,0.03125,32,True,6.266612365999208,6.220000000000255,0.12000000000000455,1112.9453125,15686.944438013836,182976,True,5.258583356936772,4.870448390642802,2.3379499912261963
1.0,section15_pilot_tuned,associative_recall,gru_reservoir_cache,pilot_reservoir_cache,256,16,2026,configs/experiments/pilot_tuned.yaml,f912b31b7771f9640bc433b394e7ae776d80427ee64cc8a4d415670b58c1a66c,outputs/pilot_tuned/checkpoints/associative_recall/gru_reservoir_cache/last.pt,True,True,5.4100368817647295,0.0,0.0,0.0625,0.0625,0.00390625,0.0625,134.1953125,0,4332,90,0.23876953125,0.0703125,0.0625,16,True,3.4146738029994594,3.380000000000109,0.0800000000000125,1112.9453125,7197.173556786704,182976,True,5.250955233971278,4.83762131134669,2.3538005352020264
1.0,section15_pilot_tuned,associative_recall,gru_reservoir_cache,pilot_reservoir_cache,256,32,2026,configs/experiments/pilot_tuned.yaml,f912b31b7771f9640bc433b394e7ae776d80427ee64cc8a4d415670b58c1a66c,outputs/pilot_tuned/checkpoints/associative_recall/gru_reservoir_cache/last.pt,True,True,5.469670653343201,0.0,0.0,0.21875,0.12463235294117647,0.0068359375,0.21875,138.42578125,0,6600,75,0.3935546875,0.12890625,0.125,32,True,4.648856536000494,4.610000000000582,0.09000000000000341,1112.9453125,5286.461264116193,182976,True,5.250955233971278,4.83762131134669,2.3538005352020264
1.0,section15_pilot_tuned,associative_recall,gru_reservoir_cache,pilot_reservoir_cache,512,16,2026,configs/experiments/pilot_tuned.yaml,f912b31b7771f9640bc433b394e7ae776d80427ee64cc8a4d415670b58c1a66c,outputs/pilot_tuned/checkpoints/associative_recall/gru_reservoir_cache/last.pt,True,True,5.447316487630208,0.0,0.0,0.11458333333333333,0.03108692106979778,0.007161458333333333,0.11458333333333333,282.9140625,0,5352,85,0.14013671875,0.0390625,0.03125,16,True,6.447201220999887,6.399999999999636,0.12000000000000455,1112.9453125,7623.773218044076,182976,True,5.250955233971278,4.83762131134669,2.3538005352020264
1.0,section15_pilot_tuned,associative_recall,gru_reservoir_cache,pilot_reservoir_cache,512,32,2026,configs/experiments/pilot_tuned.yaml,f912b31b7771f9640bc433b394e7ae776d80427ee64cc8a4d415670b58c1a66c,outputs/pilot_tuned/checkpoints/associative_recall/gru_reservoir_cache/last.pt,True,True,5.552825689315796,0.0,0.0,0.14583333333333334,0.06233692106979779,0.004557291666666667,0.14583333333333334,280.55078125,0,8832,82,0.2421875,0.07421875,0.0625,32,True,8.082588418999876,8.039999999999964,0.12999999999999545,1112.9453125,6081.220204712833,182976,True,5.250955233971278,4.83762131134669,2.3538005352020264
