policy,matched_same_budget_cells,budgetmem_mean_recall,policy_mean_recall,mean_absolute_gain,minimum_absolute_gain,clear_wins,clear_win_rate,qualifies_as_outperformed
uniform_cache,6,0.15675636574074073,0.010344328703703684,0.14641203703703703,-0.013020833333333398,2,0.3333333333333333,False
reservoir_cache,6,0.15675636574074073,0.06213831018518514,0.09461805555555558,-0.1041666666666666,2,0.3333333333333333,False
